Product Name,Brand Name,Rating,Reviews,Sentiment,Topic
samsung galaxy s duos ii s7582 dual sim factory unlocked international version black,Samsung,1,this cell is a scam ive used it for 2 months and have only four applications and now tells me the phone memory is full this is a first generation phone or priced last generation do not buy recommendation,Negative,Other
samsung galaxy s duos ii s7582 dual sim factory unlocked international version black,Samsung,2,the device works well but withe h20 wireless sim did not work at all,Negative,Performance
samsung galaxy s duos ii s7582 dual sim factory unlocked international version black,Samsung,3,well this is the second duos galaxy to buy because the first was stolen i love this phone i love it so buy it but this time i was not so good with the purchase has arrived in perfect condition but has missed the headset not that happened here but its annoying that i have to now invest in something that had already paid,Negative,Other
samsung galaxy s duos ii s7582 dual sim factory unlocked international version black,Samsung,1,these are horrible phones i am very upset and disappointed waste of money,Negative,Other
samsung galaxy s duos ii s7582 dual sim factory unlocked international version black,Samsung,3,excellent phone however wine without power adapter and handsfree,Negative,Performance
samsung galaxy s duos ii s7582 dual sim factory unlocked international version black,Samsung,3,very poor battery life no instructions,Negative,Battery Life
samsung galaxy s duos ii s7582 dual sim factory unlocked international version black,Samsung,2,i needed a smart phone that would take dual sims and i didnt want to spend an arm and a leg well i got thosehowever this thing is pretty small and very underpowered compared with my galaxy siii you can run most apps on it but they take forever to load and lag and i really dislike the functioning of the default keyboardscreen is too small to make the keys large enough the touchscreen is cheap so touch isnt accurate and the lag makes speedtexting impossible even if you can hit the right charactersi do not recommend,Negative,Performance
samsung galaxy s duos ii s7582 dual sim factory unlocked international version black,Samsung,1,it was too small,Negative,Other
samsung galaxy s duos ii s7582 dual sim factory unlocked international version black,Samsung,5,the phone arrived quickly it was in original packaging which was however opened to include a simple travel adapter to convert the european plug on the cord to american one for us wall sockets the packaging was carefully closed again with a similar piece of tape which of course caused some alarm that there was some foul play no worries it was just the plugthe phone has a dual slot for the regular sized sim cards the socalled minisim or 2ff i have had the phone now a few weeks and it works like a dream i only needed it as a secondary phone to my heavy duty samsung galaxy s 2 plus and have only installed and used a limited array of applications i have not had any performance issues with apps or otherwise i have two european sim cards in it for business purposes both cards connect very happily sometimes with att and sometimes with tmobile in my relatively modest daily use the battery lasts for about three full days before it needs to be recharged the only very mild complaint i can make is that samsung has introduced a strong contrast to the screen colours of this model yes it makes colours brighter the ones you can see but it loses some of the colours in exchange it is the same problem as with glossy tvs and computer screens everything looks bright and shiny but image quality suffers as i said this is a very minor issue on a phone i would say that for the price i paid this phone is truly worth every penny,Negative,Screen Issues
samsung galaxy s duos ii s7582 dual sim factory unlocked international version black,Samsung,5,this phone meet all the expectationsstill trying how to use all the gadgets,Negative,Performance
samsung galaxy s duos ii s7582 dual sim factory unlocked international version black,Samsung,1,this phone did not meet the expectations it very slow and it gets freezed frequently i dont have problem with another phone i purchased that is causing the trouble probably i bought it to my cousin as a gift and took it to my home country i should say i got a lemon i think it is the problem with the seller,Negative,Performance
samsung galaxy s duos ii s7582 dual sim factory unlocked international version black,Samsung,4,the battery is empty too soon,Negative,Battery Life
samsung galaxy s duos ii s7582 dual sim factory unlocked international version black,Samsung,3,it could be better if the phone permits the transfer apps between internal memory and external sd,Negative,Other
samsung galaxy s duos ii s7582 dual sim factory unlocked international version black,Samsung,1,these idiots sent me a defective product and then stuck me for the shipping both ways this is not like i didnt like the color or something stupid but a real defect and they ripped me off,Negative,Other
samsung galaxy s duos ii s7582 dual sim factory unlocked international version black,Samsung,3,received mine already as on the phone brand new drawback is that it is very slow and get stuck sometimes,Negative,Performance
samsung galaxy s duos ii s7582 dual sim factory unlocked international version black,Samsung,1,if possible i would have give this product zero star this phone is very very laggy cant believe it is a 768mb ram phone this phone often gets hang some other 512 mb phone works better than this phone phone os was of dinosour age and the gorilla glass was the worst i could have spent my 120 bucks in some other phone whoever reads my comment please try to avoid this phone,Negative,Performance
samsung galaxy s duos ii s7582 dual sim factory unlocked international version black,Samsung,3,does not support 64 gb micro sd card 32 is the maxthis is not listed properly on the amazon descriptionalmost went crazy trying to figure this out,Negative,Other
samsung galaxy s duos ii s7582 dual sim factory unlocked international version black,Samsung,5,the product is excellent but the only thing it took long to reach me was ordering this product destination country was africa zambia,Negative,Performance
samsung galaxy s duos ii s7582 dual sim factory unlocked international version black,Samsung,3,i cant really accurately give a star rating i bought this phone as mine finally gave up the ghost and what i read on it said i would be perfect for my needs were moving to europe soon so the international was a must have the price fit my budget and the reviews mostly said the phone would do what i wanted it to i researched and looked at all sorts of reviews i should have gone to phonescoopcom nowhere in the listing does it state that this phone doesnt work on the verizon network instead there was a little note in the box like an afterthought that has instructions for putting wifi and mms settings and oh did you know this doesnt work on verizon or sprint networks i have been without a phone for four days now and cannot afford to be so with a husband doing military training elsewhere and two small children this would have been nice to know before purchasing the device on the plus side its very lightweight and fits perfectly in my hand,Negative,Other
samsung galaxy s duos ii s7582 dual sim factory unlocked international version black,Samsung,5,todo llego completo tal cual se describia en la publicacion,Negative,Performance
samsung galaxy s duos ii s7582 dual sim factory unlocked international version black,Samsung,5,the phone had been great for my wife so far with both sims in it works flawlessly a bit sluggish response at times but expected given this is a budget android phone and not a note or something,Negative,Performance
samsung galaxy s duos ii s7582 dual sim factory unlocked international version black,Samsung,1,no recibi un producto original sino una copia que decepción,Negative,Other
samsung galaxy s duos ii s7582 dual sim factory unlocked international version black,Samsung,3,very slow not enough ram,Negative,Performance
samsung galaxy s duos ii s7582 dual sim factory unlocked international version black,Samsung,5,buen celular,Negative,Camera Quality
samsung galaxy s duos ii s7582 dual sim factory unlocked international version black,Samsung,4,as expected when many programs are installed tends to be slow but it is normal for the amount of ram that have for everything else was excellent do not give it 5 stars because i ordered black and they sent me white,Negative,Other
samsung galaxy s duos ii s7582 dual sim factory unlocked international version black,Samsung,5,camera is clear must go thru a lot of updating b4 u strt using the phone and the 1 question no one answered is the size of sim which i was very concerned about but i must say it works with the normal sim card not the micro sim so it was a gr8 buy for me,Negative,Camera Quality
samsung galaxy s duos ii s7582 dual sim factory unlocked international version black,Samsung,1,usted me ha enviado un samsung galaxy s duos en lugar del samsung galaxy s duos ii vendedor no recomendadoyou sent me a samsung galaxy s duos instead of the samsung galaxy s ii duos seller not recommended,Negative,Other
samsung galaxy s duos ii s7582 dual sim factory unlocked international version black,Samsung,2,had to return it it was not unlocked,Negative,Other
samsung galaxy s duos ii s7582 dual sim factory unlocked international version black,Samsung,2,had to return it it was not unlocked,Negative,Other
samsung galaxy s duos ii s7582 dual sim factory unlocked international version black,Samsung,1,didnt work with telus,Negative,Screen Issues
samsung galaxy s duos ii s7582 dual sim factory unlocked international version black,Samsung,5,works well so far no english manual came with it very happy contacts list may need some work didnt receive the ear piece with it,Negative,Performance
samsung galaxy s duos ii s7582 dual sim factory unlocked international version black,Samsung,3,muy buen producto,Negative,Performance
samsung galaxy s duos ii s7582 dual sim factory unlocked international version black,Samsung,2,the phone does not have the fitting of hearing aids thanks reply,Negative,Other
samsung galaxy s duos ii s7582 dual sim factory unlocked international version black,Samsung,2,many things about it work well but i am missing too many calls and messages because 1 it doesnt notify me on the home screen when i have received an sms or missed a phone call i have tried hard to turn on the proper notifications but nothing seems to work 2 the ringtone isnt loud enough even when i download an app with supposedly loud ringtones if youre going to be in loud places then this phone isnt for you also i have not been able to find the right user guide to download for it i have a fair amount of computer skills but from here in the us anyway i cannot find access to the user guide even on the samsung web siteupdate to original review my feelings about this phone are even more negative than before which is why im lowering the rating and im frankly incredulous and suspicious of all the fivestar ratings this phone has received looks like a scam to me im now convinced that this phone is a counterfeit or else samsung makes really terrible products but i think its the former like someone else who gave it a bad review i too have problems with it being superslow installation problems etc what makes me even more suspicious that its a counterfeit is that it it doesnt have a lot of features listed on the samsung manuals for this phone that i managed to find on the web and just finding the manual is not easy so ive spent hours trying to do simple things like upload to my computer change the memory use for photos etc with only limited success also when i try to take pics it tells me that the sd card is full even when i dont have an sd phone installed in short it is an unreliable phone i can sort of make it work with wifi but it fails me when i need it most photo transfer connecting to laptop managing memory getting all apps to work etc and it is ridiculously slow for what does work this is my first samsung so i wasnt sure what to expect i guess i feel better knowing that it may not even be a real samsung,Negative,Other
samsung galaxy s duos ii s7582 dual sim factory unlocked international version black,Samsung,5,simple affordable phone could use more memory,Negative,Performance
samsung galaxy s duos ii s7582 dual sim factory unlocked international version black,Samsung,1,received phone in a timely manner but i cant use it supporting documentation is in russian polish and some other unknown language the only english writing is on the box that the phone came in searching samsung website for manual was no help if i cant find manual quickly this garbage will be returned,Negative,Other
samsung galaxy s duos ii s7582 dual sim factory unlocked international version black,Samsung,1,mormal,Negative,Other
samsung galaxy s duos ii s7582 dual sim factory unlocked international version black,Samsung,2,this phone good for just taking voice calls but after you install several apps it get stuck always sometimes battery need to be removedafter two months phone case was peel off poor signal strength do not recommend for friend,Negative,Battery Life
samsung galaxy s duos ii s7582 dual sim factory unlocked international version black,Samsung,5,great in general but ram is lower than samsung galaxy legend,Negative,Performance
samsung galaxy s duos ii s7582 dual sim factory unlocked international version black,Samsung,5,this is a great phone at 125 price 5 mega pixel camera with flash and geotagging compass gps radio and wifi and access to the huge pool of google playit has pretty much all the features offered by galaxy s4 but is 200 cheaper here is a comparisonhttpwwwgsmarenacomcomparephp3idphone15876idphone25125,Negative,Camera Quality
samsung galaxy s duos ii s7582 dual sim factory unlocked international version black,Samsung,5,muy buen teléfono cumple con mis expectativas todo llegó muy bien agradecido amigo,Negative,Performance
samsung galaxy s duos ii s7582 dual sim factory unlocked international version black,Samsung,4,just a brief reviewi bought this phone to replace my galaxy ace i have a note 2 as well but i use that when i travel for the bigger screen and for emails viewing remote cameras videos etc i find it is too big to be used as an everyday phone so i had the ace which would be my daily user i use my phone a lot for voice as well as messaging i needed something cost effective but fast enough for me when i switch back and forth from carriers make calls one after the other switch from different messaging platforms etc as well as the occasional browsing on this phonethis phone was a little longer than the ace but about the same width and thikness it is faster has a dual sim option which is very well integrated and has quite a bit of features that i have on the note 2 but didnt have on the aceit was definitely a worthwhile purchase for me in terms of cost and functionality it actually seems to have a better resolution than the note 2 but i havent compared actual resolutions a lot of quick buttons on the notification bar which are customizeable good enough camera good bluetooth etcgood phone overall,Negative,Other
samsung galaxy s duos ii s7582 dual sim factory unlocked international version black,Samsung,4,no tiene suficiente memoria,Negative,Other
samsung galaxy s duos ii s7582 dual sim factory unlocked international version black,Samsung,3,the model shipped is actually an s7582l made for latin america aside from that the power adapter is the us standard english is available and the phone works fine on us networks but you wont find this phone on samsungs us web site so you cant download the user manual which youll need because the tiny manual that comes with it doesnt cover much like sd cards finally samsung doesnt let you delete any of the apps bloatware they decided to include but that you dont want or need compounding the problem of the phones already limited memory,Negative,Software Bugs
samsung galaxy s duos ii s7582 dual sim factory unlocked international version black,Samsung,4,it is very good product sadly lacking in some wine accessories such as charger and headphones but like the seller was very responsible to recognize the ball and refund the price of the accessories missing we recommend for future transactions,Negative,Performance
samsung galaxy s duos ii s7582 dual sim factory unlocked international version black,Samsung,1,buenas tardes para cuando aproximadamete tenga esto producto gracias,Negative,Performance
samsung galaxy s duos ii s7582 dual sim factory unlocked international version black,Samsung,1,de muy mala calidad no levanta la señal que debe ser y es un lenovo en carcas de samsung xq se le quiso actualizar el software y la pagina kies de samsung no lo permitió perdí los dolares en esta vaina mala de celular,Negative,Other
samsung galaxy s duos ii s7582 dual sim factory unlocked international version black,Samsung,1,im disappointment since it wasnt what i thought,Negative,Other
samsung galaxy s duos ii s7582 dual sim factory unlocked international version black,Samsung,1,telephone is okay but was upset i got this one and not the other o e,Negative,Other
samsung galaxy s duos ii s7582 dual sim factory unlocked international version black,Samsung,4,the phone works well and should work overseas with the 2nd sim card slot the biggest challenge is that the samsung android and straight talk sites dont seem to know about this model i think it must be foreign the cell reception at my house is poor so i am only connected part of the time my wifes feature phone is always connected i think it must be a difference in the antenna,Negative,Performance
samsung galaxy s duos ii s7582 dual sim factory unlocked international version black,Samsung,1,i previously bought this phone and worked great so decided to buy a second the second one will not download all my apps bluetooth gps and sim card slots do not work correctly was unable to download updated firmware through samsung kies it appears that this phones firmware has been rooted and this phone was not a new factory original as listed,Negative,Software Bugs
samsung galaxy s duos ii s7582 dual sim factory unlocked international version black,Samsung,5,i ordered two of these phones one for me one for my wife both came quickly in original samsung packaging the chargers had round tip to flat tip plug converters so they could be used in europe or americaeverything worked as stated in the reviews phones connected quickly to home wifi and to phone service carrier ptel call and text quality were good i havent used the dual sim feature yet but i dont foresee any problems camera radio and video worked wellthe phone had a default apn with tmobile just be sure to delete the tmobile apn data if they arent your carrier and enter the data from your carrier your carrier can help with this or you can just google itits not difficult failure to save the correct apn data could result in problems texting and sending photos etc ptel has excellent instructions for its customers on how to do this im very pleased with ptel on the whole and suggest that you look into them if youre thinking about changing carriersbe sure to check what transmission bands are used by your carrier if 3g andor 4g data is important to you ptel only supports 2g data on this phone which was not an issue for me but would definitely be important to someone else looks like 3g would be supported in europeall in all this is a well designed friendly phone with all important smart phone features at a very reasonable price,Negative,Performance
samsung galaxy s duos ii s7582 dual sim factory unlocked international version black,Samsung,3,not what i expected,Negative,Other
samsung galaxy s duos ii s7582 dual sim factory unlocked international version black,Samsung,5,estoy satisfecha con el producto me funciona bien para mis necesidades,Negative,Performance
samsung galaxy s duos ii s7582 dual sim factory unlocked international version black,Samsung,5,estoy satisfecha con el producto me funciona bien para mis necesidades,Negative,Performance
samsung galaxy s duos ii s7582 dual sim factory unlocked international version black,Samsung,4,easy to use no problem at all camera can be better,Negative,Camera Quality
samsung galaxy s duos ii s7582 dual sim factory unlocked international version black,Samsung,1,hi alli face a network discontinuity in my phone when both the sims are active calls and messages are not connecting properly sometimes and had to know only when my friends inform me and also the 3g network or hsdpa as they call it in androisd does not work only get edge network and this is not a sim card problem cause i tried it on another phone and it work greatis there any resolution for this problem,Negative,Other
samsung galaxy s duos ii s7582 dual sim factory unlocked international version black,Samsung,3,i really wanted a smartphone not an iphone because i know nothing about apple products this is a good phone for the money but it doesnt come with many bells or whistles like if you like emoticons etc you wont find many on this phone i think there are the standard 5 faces smile frown etc i was really looking forward to them my husband bought a nokia lumina for about 12 the price of this phone his has endless features on his phone including a voice recognition that talks back to you pages pages of adorable emoticons i recommend you look at that phone 1st and then decide which to buy i which i could do it over again,Negative,Other
samsung galaxy s duos ii s7582 dual sim factory unlocked international version black,Samsung,4,this is an unlocked dual sim samsung phone with modest internal memorythe micro sd is blocked for anything other than music photos or videotopological maps use internal memory which limits gps use in noncovered data areassamsungs map block doesnt make senseinternational use gsm is intended but limited gsm coverage is available domesticallythe dual sim allows for less expensive single country as well as international use,Negative,Other
samsung galaxy s duos ii s7582 dual sim factory unlocked international version black,Samsung,2,very slow in everythingi mean its not an iphone but stilli would not recommend it,Negative,Performance
samsung galaxy s duos ii s7582 dual sim factory unlocked international version black,Samsung,3,good phone it is but volume is very low comparison is that it was low when i was doing video conferencing in an open space with some noise around and i barely able to hear other person voice even though volume was maximum i was able to hear him ok without any surrounding noise in a closed roomits a dual sim phone and it holds regular size sim so i had to buy sim adapter because my sim was micro sim one has to buy sim adapter for micro or nano size sims,Negative,Other
samsung galaxy s duos ii s7582 dual sim factory unlocked international version black,Samsung,1,its too slow battery dont last for more than 4hrs and is everytime overheating cant put 2 sim card inside keep freezing,Negative,Overheating
samsung galaxy s duos ii s7582 dual sim factory unlocked international version black,Samsung,3,i am not a technological genius by any meansthere are many aspects of the phone i have yet to properly use that all is on me even the lack of a hard copy manual i know what i was buying so it wasnt a surprise to not have onehowever the reception and call clarity are often found wanting i have the same problems that i had with my very old accolade flip phonealso even with essentially no apps running the battery seems to drain pretty quickly so keep a spare cord with you or handy especially if you use more draining applications than i since i use basically none be readyswipe screen is a bit touchynot worldending but coming from a flip phone this seems like too much of a hassle,Negative,Battery Life
samsung galaxy s duos ii s7582 dual sim factory unlocked international version black,Samsung,2,the phone keeps cutting off the battery runs low very fast i think its a faulty battery and when i tried to down load stuff error keeps popping up half way through the process this phone cannot be used and i am very disappointed a waste of my money i would not recommend that anyone should purchase this phone,Negative,Battery Life
samsung galaxy s duos ii s7582 dual sim factory unlocked international version black,Samsung,2,i just recently got this phone and im disappointed with it 1st the weight is not what i expected thought it would be a little bit beefier 2nd i have att and the phone does not seem to want to connect most of the time 3rd i find that it is a little on the slow side when opening and surfing the description says that it will work on 2g and 3g but i cant say what it works on since i cant get this thing to lock onto att im sure its not an att issue i believe its mostly the phone since its an international phone when it was working the sound quality was great if i plan on traveling abroad im sure this phone would be great but for now its useless to me the price was great and it took the larger sim which is mostly why i got it in the first place so for now this phone is going back and im going to keep looking,Negative,Performance
samsung galaxy s duos ii s7582 dual sim factory unlocked international version black,Samsung,4,muy bueno,Negative,Other
samsung galaxy s duos ii s7582 dual sim factory unlocked international version black,Samsung,1,not a good product,Negative,Other
samsung galaxy s duos ii s7582 dual sim factory unlocked international version black,Samsung,4,tremendo producto ala hora de elegir un teléfono inteligente muy bueno lo recomiendo y el trato del vendedor excelente,Negative,Performance
samsung galaxy s duos ii s7582 dual sim factory unlocked international version black,Samsung,5,gooood,Negative,Performance
samsung galaxy s duos ii s7582 dual sim factory unlocked international version black,Samsung,1,phone looks nice but is useless i could not have one conversation without the call being dropped worst phone i ever had i purchased two and am returning both,Negative,Performance
samsung galaxy s duos ii s7582 dual sim factory unlocked international version black,Samsung,5,i give this a five star because it is serving the purpose i bought it fori just could not deal with two phones,Negative,Performance
samsung galaxy s duos ii s7582 dual sim factory unlocked international version black,Samsung,4,overall this is turning out to be a good phone for my needs as i travel internationally and its great to carry only one phone it is compact and voice quality is great there have been some downsides however starting with not being able to download samsungs smart switch app from the play store in order to transfer all my device contents from my old samsung galaxy sii to this device its not even listed as a viable app for the phone is it not recognized as a galaxy this is very annoying secondly there are no accessories available for this phone on the internet or in us stores so i was unable to find a case or screen protectors before leaving the country nor was i able to use any of my existing galaxy cases due to the big difference in size finally i had problems when i put in the second sim card when out of the us and found i could not rely on the local samsung authorized dealer to assist with the problem in the us my experience has been that such stores are staffed by tech savvy individuals who have been trained on each of the phones theyre selling but this was not my experience outside of the country even though the phone is sold in the country where i sought support i didnt have a working phone and no internet connectivity so i could not call tech support and was therefore left to my own devices to figure out the issue i finally got the reluctant sim card provider to give me another card to try although they also thought it was the phones hardware this resolved the issue thankfully but it was a very rocky start to using my new phone,Negative,Other
samsung galaxy s duos ii s7582 dual sim factory unlocked international version black,Samsung,5,it was good experience the phone is as described very good quality and the price was very good and the very good part is the shipping i got this phone in two days for free with the prime subscription it is worse it,Negative,Performance
samsung galaxy s duos ii s7582 dual sim factory unlocked international version black,Samsung,1,this phone is extremely slow freezes up so often unable to make calls or send messages unable to hear the other party so many issues with this phone,Negative,Performance
samsung galaxy s duos ii s7582 dual sim factory unlocked international version black,Samsung,4,not sure if it is completely new but still works find after 2 months,Negative,Other
samsung galaxy s duos ii s7582 dual sim factory unlocked international version black,Samsung,4,the phone did not recognize my sim cards immediately i contacted the seller who reassured me that the phone was indeed factory unlocked i kept trying and after day three is when it recognized them also the charger came without the the adaptor its always so hard for me to purchase electronics online but the phone works now however the charge runs down by midday every day i have to keep it constantly charged never read abt this when doing my research,Negative,Battery Life
samsung galaxy s duos ii s7582 dual sim factory unlocked international version black,Samsung,5,delivery on time to forwarder in miamitravel to venezuela without troubles it took one month to arrivecellphone was in perfect conditions and once i changed the sim cardfrom my bb curve to the samsung galaxy s duos the last started to work immediatelythere is no verizon in venezuela but several other operatorseventually i went to my operator to ask them to change in the systemthat now i use a galaxy android instead of the old black berryafter that i got full data exchange service as with bb,Negative,Performance
samsung galaxy s duos ii s7582 dual sim factory unlocked international version black,Samsung,1,the loud speaker stop working effectively within a week making it impossible for hands free talking almost impossible to hear the phone when its ringing and playing music,Negative,Other
samsung galaxy s duos ii s7582 dual sim factory unlocked international version black,Samsung,5,muy bueno lo recomiendo,Negative,Performance
samsung galaxy s duos ii s7582 dual sim factory unlocked international version black,Samsung,4,nice product works well on att chicago area however in wisconsin tells me is not registered in the network good product overall,Negative,Performance
samsung galaxy s duos ii s7582 dual sim factory unlocked international version black,Samsung,2,nice phone easy to operate great battery life but the call quality is waaaaaay substandard when i retrieve a voice message it sounds like the caller is under water during a phone conversation im always asking could you please say that again no its not my hearing its the phone ironic its a cell phone and it does everything well except the phone part,Negative,Performance
samsung galaxy s duos ii s7582 dual sim factory unlocked international version black,Samsung,5,received in good order sealed package arrived on timei needed a smart phone that would take dual sims and i didnt want to spend a big amount of moneyon it phone performance is average this is not a samsung galaxy s3 or s4 therefore its performance is below the markif you need a phone for travel this is the one to get,Negative,Performance
samsung galaxy s duos ii s7582 dual sim factory unlocked international version black,Samsung,4,phone responds slowly,Negative,Other
samsung galaxy s duos ii s7582 dual sim factory unlocked international version black,Samsung,2,big problem with data service in jamaica can not send videos via sms good camera otherwise,Negative,Camera Quality
samsung galaxy s duos ii s7582 dual sim factory unlocked international version black,Samsung,5,muy buenos,Negative,Other
samsung galaxy s duos ii s7582 dual sim factory unlocked international version black,Samsung,4,as expected,Negative,Performance
samsung galaxy s duos ii s7582 dual sim factory unlocked international version black,Samsung,1,i am sure it would be wonderful looks really good is slim and light but cant use it in us with round prongs and no adaptor hopefully they will correct this asap as it was so supposed to be a christmas gift,Negative,Other
samsung galaxy s duos ii s7582 dual sim factory unlocked international version black,Samsung,5,muy bueno,Negative,Other
samsung galaxy s duos ii s7582 dual sim factory unlocked international version black,Samsung,4,good buy but it need some more memory though,Negative,Performance
samsung galaxy s duos ii s7582 dual sim factory unlocked international version black,Samsung,5,muy bueno,Negative,Other
samsung galaxy s duos ii s7582 dual sim factory unlocked international version black,Samsung,1,the phone call quality is not good sounds broken all the time worst yet its not able to connect to mobile data from tmobile network even though wifi connection is fine returning it,Negative,Performance
samsung galaxy s duos ii s7582 dual sim factory unlocked international version black,Samsung,4,nice phone but unlike the white phone from a different supplier this one did not include the simple usa power converter for the european charger,Negative,Other
samsung galaxy s duos ii s7582 dual sim factory unlocked international version black,Samsung,1,i bought this item and sent it to my daughter when she went to activate it resulted that the phone was reported stolen,Negative,Other
samsung galaxy s duos ii s7582 dual sim factory unlocked international version black,Samsung,1,i bought this piece of crap from mobile best sellers it was a rip off and as some other customer says its most likely a fake phone unfortunately it took me a long time to open the box and realize that among other problems too long to describe it features language options such as burmese thai vietnamese but no french italian spanish or any other just solving that problem is almost impossible unless you root your phone and install a language enabler,Negative,Other
samsung galaxy s duos ii s7582 dual sim factory unlocked international version black,Samsung,3,returned back did not work well,Negative,Other
samsung galaxy s duos ii s7582 dual sim factory unlocked international version black,Samsung,1,i hate this phone i really really hate this phone it was quick and responsive for a few weeks so i bought a second one for my son in no time they were both so slow its a total waste of time to even try to work with apps even the darn phone app is slow to open up slow to find contacts slow to open the keyboard dont even try to shoot a photo by the time you get the app to open and wait for the shutter to click your subject is long gone weve tried every reset there is a complete waste of money,Negative,Performance
samsung galaxy s duos ii s7582 dual sim factory unlocked international version black,Samsung,1,i bought one started using it in february it worked well even though it had little internal memory however 4 months later the battery wont hold charge for more than 3 hours if im lucky dont buy it not worth the hassle,Negative,Battery Life
samsung galaxy s duos ii s7582 dual sim factory unlocked international version black,Samsung,1,the phone is in russian it did not say that online when i ordered it,Negative,Performance
samsung galaxy s duos ii s7582 dual sim factory unlocked international version black,Samsung,1,the cell phone has not reached me i need to know the traking to trace it thanks,Negative,Other
samsung galaxy s duos ii s7582 dual sim factory unlocked international version black,Samsung,1,i ordered white but i received a black phone the plug of adapter can not use in us i feel disappoint,Negative,Other
samsung galaxy s duos ii s7582 dual sim factory unlocked international version black,Samsung,5,my old tmobile southern california phone zte concord had problems finding the network and i was ready to upgrade this unlocked gsm phone is just what i was looking for what was in the box factory sealed box model is gts7580 new included phone eu charger 2 round pins with us adapter 2 flat vertical pins samsung headphone with mic and volume control usbnicro usb cable battery getting started booklet warranty booklet from africa no sim card note this is a smallerformat smartphone same size as the original iphone i put my tmobile sim card into the phone there are two sim slots the top one is sim 1 the lower one is sim 2 charged the battery and when i turned it on it connected to the tmobile network just like that typical android version 4 features and set up tip if youre going to use the sd card from your old phone export your contacts to the sd card before putting it in your new phone worked great for me can also be done exporting your contacts to the sim card up to 250 but i didnt try that tip download the manual online if you want all the goods on this phoneim using only the wifi internet connection cheaper and it works great havent tried the mobile data connection except for the initial firmware and software updates when you first turn the phone on they defaulted to the mobile data connection ive since turned that offthere are several sellers for this phone mine was from shopebest great service ordered on friday arrived sunday with free shipping warranty label on box says 24 months but booklet only lists african countries this is listed as an international phone i guess thats what this means i am assuming no no us warranty but no biggie overall five star servicebottom line incredibly happy with this phone works great on the tmobile network in us now if i could only get the default weather widget accuweather to show the temperature in degrees fahrenheit,Negative,Other
samsung galaxy s duos ii s7582 dual sim factory unlocked international version black,Samsung,5,the phone is exactly what is advertised it is a good phone that is easy to use i put skype and whatsapp on it and have been using it regularly i live in dominican rep and work with orange and claro the sd card is no included,Negative,Performance
samsung galaxy s duos ii s7582 dual sim factory unlocked international version black,Samsung,5,disculpe,Negative,Other
samsung galaxy s duos ii s7582 dual sim factory unlocked international version black,Samsung,2,its adequate and worked reasonably well when i was in europe but the battery loses power very quickly i cant make it through a whole day without it dying and i feel i cant use for anything except emergencies would never buy it again,Negative,Battery Life
samsung galaxy s duos ii s7582 dual sim factory unlocked international version black,Samsung,5,this phone handles all my requirement such a deal for the price,Negative,Performance
samsung galaxy s duos ii s7582 dual sim factory unlocked international version black,Samsung,1,not the samsung galaxy grand duo,Negative,Other
samsung galaxy s duos ii s7582 dual sim factory unlocked international version black,Samsung,1,it might be used one battery runs out pretty quickly,Negative,Battery Life
samsung galaxy s duos ii s7582 dual sim factory unlocked international version black,Samsung,5,item delivered on time was as described used it in abroad cell phone carrier without any issue,Negative,Performance
samsung galaxy s duos ii s7582 dual sim factory unlocked international version black,Samsung,3,hi i bought this phone it just arrived at my house but i have a question i bought it to my mom use in brazil i tried to test with my sim card from brazil but id doenst work because my sim card is very small and the place to put the sim card on the cell phone its bigger there is another way to fix it in the third picture is of my sansung from brazil can you see how the sim card spot is different,Negative,Other
samsung galaxy s duos ii s7582 dual sim factory unlocked international version black,Samsung,1,did not get service anywhere,Negative,Other
samsung galaxy s duos ii s7582 dual sim factory unlocked international version black,Samsung,1,should clarify that comes in spanish only in english and good for latin america,Negative,Other
samsung galaxy s duos ii s7582 dual sim factory unlocked international version black,Samsung,1,garbage phoneits a tiny little phonedo not buyyou have to install all these downloads to make it workdo not buythis phone is complete garbageamazon needs to kick this seller off their siteam planning to return tomorrow,Negative,Other
samsung galaxy s duos ii s7582 dual sim factory unlocked international version black,Samsung,2,after three months i started having issues i dont have a lot of apps and i dont use it to play or listening to music and the battery only lasts half dayi am so ready for a new one i lost a lot of money with thisi love samsung but this model is a disaster,Negative,Battery Life
samsung galaxy s duos ii s7582 dual sim factory unlocked international version black,Samsung,3,i purchased this phone as a replacement for my other samsung which was a similar phone it is sleek and i am pleased with it for the most part i purchased this phone to use on the straight talk network because other reviewers here said it would work fine that is true however it does not work on the verizon network as my first phone did this phone works on the att network and getting it activated took several calls to straight talkalso it seems i can not reply all to group text messages which is aggravating it is a no frills phone and lacks many of the setting choices mostly for texting that other samsung phones have all and all i am not a big techie so this phone is fine for my needs but if you need all the bells and whistles this phone may not be for you,Negative,Other
samsung galaxy s duos ii s7582 dual sim factory unlocked international version black,Samsung,5,execelent product,Negative,Performance
samsung galaxy s duos ii s7582 dual sim factory unlocked international version black,Samsung,1,having problems with phone after a month i believe this was a refurbished phone and not a new phone ill save money to buy a brand new samsung galaxy cell phone its worth it,Negative,Other
samsung galaxy s duos ii s7582 dual sim factory unlocked international version black,Samsung,4,works well just a bit slow,Negative,Performance
