Product Name,Brand Name,Rating,Reviews,Sentiment
samsung galaxy s duos ii s7582 dual sim factory unlocked international version black,Samsung,4,so far this phone seems excellent for the price it was new and in the box the battery needed to be put in and the back cover pops off easily but it does seem flimsy my smart phone experience is all with iphones and this cannot compete but i bought it to have an unlocked phone for foreign sim cards when we travel and it will serve the purpose well do not have the sim card yet but even without it was able to charge the battery and set up the phone using wifi create a samsung account update the software which was not the latest version and add my own email account the charger plug is european with an american adapter included it also comes with a usb to micro cord which worked fine with my iphone plugsupdate i went to the samsungcom website to download the full user manual and could not find it after a lot of effort i discovered the problem the phone is manufactured to be sold in africa which i would have known if i had read the warranty information that came in the box the manual is accessible on the wwwsamsungcomafricaen the warranty documents suggest the warranty would only be valid in africa,Negative
samsung galaxy s duos ii s7582 dual sim factory unlocked international version black,Samsung,5,am enjoy in the phone so far,Positive
samsung galaxy s duos ii s7582 dual sim factory unlocked international version black,Samsung,5,great,Positive
samsung galaxy s duos ii s7582 dual sim factory unlocked international version black,Samsung,5,100 recomendable,Positive
samsung galaxy s duos ii s7582 dual sim factory unlocked international version black,Samsung,4,very good overseas,Positive
samsung galaxy s duos ii s7582 dual sim factory unlocked international version black,Samsung,4,very good overseas,Positive
samsung galaxy s duos ii s7582 dual sim factory unlocked international version black,Samsung,4,processor is not fast enough upon the first month of use with almost no additional apps and mainly used for sms and wa rather than calls it remains charged for 2 or 3 days better than the average cells,Negative
samsung galaxy s duos ii s7582 dual sim factory unlocked international version black,Samsung,4,love the phone works perfectly right away sleek enough and light weight i did contact the seller to confirm that the phone would come with charger data cable and headset however the package had no headset and the charger was incomplete as it had no attachment to fit into the wall socket i did email them advising them i am awaiting a response and best believe i will come back to let you guys know but other than that the phone seems great so far i will update accordingly 4 stars so far,Negative
samsung galaxy s duos ii s7582 dual sim factory unlocked international version black,Samsung,5,i love it,Positive
samsung galaxy s duos ii s7582 dual sim factory unlocked international version black,Samsung,5,i love it,Positive
samsung galaxy s duos ii s7582 dual sim factory unlocked international version black,Samsung,4,is a good cellphone,Positive
samsung galaxy s duos ii s7582 dual sim factory unlocked international version black,Samsung,5,excellent,Positive
samsung galaxy s duos ii s7582 dual sim factory unlocked international version black,Samsung,5,very good,Positive
samsung galaxy s duos ii s7582 dual sim factory unlocked international version black,Samsung,5,very good fine fine,Positive
samsung galaxy s duos ii s7582 dual sim factory unlocked international version black,Samsung,5,nice and relatively cheap same screen size as iphone 4s,Positive
samsung galaxy s duos ii s7582 dual sim factory unlocked international version black,Samsung,5,the phone was the one i did order its good,Positive
samsung galaxy s duos ii s7582 dual sim factory unlocked international version black,Samsung,5,the phone has been working great from the start i am using it in haiti and occasionally in the us i have sim cards from both providers and just need to activate whichever card i am using at the time i shut off the card for the country i am not in so i do not accidentally call a number in the wrong country and have big expenses i also use google maps on the phone in haiti and can usually navigate even here,Positive
samsung galaxy s duos ii s7582 dual sim factory unlocked international version black,Samsung,1,1 star because theres no 0 the phone was defective it kept rebooting i ordered a new phone but obviously i received a refurbished one,Negative
samsung galaxy s duos ii s7582 dual sim factory unlocked international version black,Samsung,5,excelent phone,Positive
samsung galaxy s duos ii s7582 dual sim factory unlocked international version black,Samsung,5,excelent,Positive
samsung galaxy s duos ii s7582 dual sim factory unlocked international version black,Samsung,5,excelente,Positive
samsung galaxy s duos ii s7582 dual sim factory unlocked international version black,Samsung,5,excelente,Positive
samsung galaxy s duos ii s7582 dual sim factory unlocked international version black,Samsung,1,if you want a real samsung phone i suggest you to read this reviewfirst of all i have nothing against samsung smartphonesi received this phone yesterday i put its battery and connected to charge it everything was ok suddenly i realize that the phone stopped charging and instead it was draining the battery even connected so i thought that it was some battery issuesthe first app i tried with this phone was the camera but it displayed camera failed i downloaded some third party apps of cameras and still it didnt work at all at this point you should be able to understand my frustration i mean battery issues and camera not working but i decided to give it a chancei downloaded a game from the store the first temple run this game is old and it doesnt require a lot of ram or other requirementes and still it was unplayable extremely lagging and freezing the game crashed and returned to the main phone screenoh and i forgot to mention that in order to install an app from the store i had to download them twice because a weird error didnt allow me to install themthis phone is supposed to have 768 mb of ram but it shows 280 insteadthen i connected the phone to my laptop and rather showing some references to samsung it displayed thislenovo72wejb3soon i realized what was happening this is not a real samsung phone this is a fake chinese versionall made sense extremely slow battery issues camera not working installation problems etcif you want a pretty phone just for call and sms this is for you and you are maybe the dumbest person in the planet because there are better options for simple phonesi am really surprised on how much this fake version look alike to the original phoneit comes with earphones an usb cable a damn usb travel adapter for wall charging and a stupid quick starter guide with references to some weird appsdo not buy this phone i cant even understand why it has good reviews and 5 star ratings,Negative
samsung galaxy s duos ii s7582 dual sim factory unlocked international version black,Samsung,5,gracias,Negative
samsung galaxy s duos ii s7582 dual sim factory unlocked international version black,Samsung,3,its a bit slow for more than 2 apps running,Negative
samsung galaxy s duos ii s7582 dual sim factory unlocked international version black,Samsung,2,i bought this phone in october 2014 so just over a year ago based on the great reviews but my experience has not been that good i almost wonder if mine is defective my biggest complaint is the wireless radio in this phone the wireless will just stop responding for no reason and apps like yelp and waze give connection errors very frustrating when your already on the road and you gps cant locate network the gps keeps working to show location but the app can no longer route yes ive tried several apps and they all lose network contact whenever i understand cell reception is part of this i have att but when i have 4 bars and yelp cant contact a server somethings wrong the only solution ive found is to repower the phone works fine after that for a bit same issue when transitioning from wifi to cell network leaving home getting in car it may or may not switch over again a restart may be necessary the other issue i have is the processor i know its just a phone but its really slow when loading apps ive bought a new phone just because i cant deal with the frustration of this one i guess for an unlocked dual sim phone youre just not going to get much for 150,Negative
samsung galaxy s duos ii s7582 dual sim factory unlocked international version black,Samsung,5,gave it as a gift the recipient loves it and has no complaints,Positive
samsung galaxy s duos ii s7582 dual sim factory unlocked international version black,Samsung,5,perfect,Positive
samsung galaxy s duos ii s7582 dual sim factory unlocked international version black,Samsung,5,i love it it has never left me badly always work,Positive
samsung galaxy s duos ii s7582 dual sim factory unlocked international version black,Samsung,5,my daughter bought this phone it was perfect worked out great has lots of little apps and games lots of fun great for phone calls texting and everything else,Positive
samsung galaxy s duos ii s7582 dual sim factory unlocked international version black,Samsung,1,after five months the phone did not work my wife is angry as she used only 4 months please do not buy i doubt these stuff is fake,Negative
samsung galaxy s duos ii s7582 dual sim factory unlocked international version black,Samsung,5,i bought it for my brother in law who is in africa as abirthday present he loves it,Positive
samsung galaxy s duos ii s7582 dual sim factory unlocked international version black,Samsung,5,excelent,Positive
samsung galaxy s duos ii s7582 dual sim factory unlocked international version black,Samsung,2,ive been using this phone for a few months now bought it in november 2014 mainly to enjoy the benefits of 2 different carriers available to me the phone was working fine until recently when for some reason there is little sound coming from it little sound meaning i can no longer hear incoming calls text or whatsapp messages no sound when the alarm clock goes off no sound from the music player no sound when the phone speaker is on the phone has not dropped not has it had a liquid bath it just happened all of a sudden with no explanation i love samsung products but this problem has me a little baffled,Negative
samsung galaxy s duos ii s7582 dual sim factory unlocked international version black,Samsung,4,so far the cell is performing as advertised i am thinking that will live up to its reputation,Positive
samsung galaxy s duos ii s7582 dual sim factory unlocked international version black,Samsung,1,screen stopped working in 4 days wont turn on at all after a week,Negative
samsung galaxy s duos ii s7582 dual sim factory unlocked international version black,Samsung,5,nice cellphone came with everything,Positive
samsung galaxy s duos ii s7582 dual sim factory unlocked international version black,Samsung,5,great for the price,Positive
samsung galaxy s duos ii s7582 dual sim factory unlocked international version black,Samsung,5,exlenete,Negative
samsung galaxy s duos ii s7582 dual sim factory unlocked international version black,Samsung,4,phone a bit slow but works well for my 50 uncle which this cell is his first smart phone,Positive
samsung galaxy s duos ii s7582 dual sim factory unlocked international version black,Samsung,5,excelente,Positive
samsung galaxy s duos ii s7582 dual sim factory unlocked international version black,Samsung,5,excelente recomendado,Positive
samsung galaxy s duos ii s7582 dual sim factory unlocked international version black,Samsung,5,thanks excellent,Positive
samsung galaxy s duos ii s7582 dual sim factory unlocked international version black,Samsung,5,product received and in perfect condition met expectations thanks,Positive
samsung galaxy s duos ii s7582 dual sim factory unlocked international version black,Samsung,5,good service i recommend it 100 thank and good luck,Positive
samsung galaxy s duos ii s7582 dual sim factory unlocked international version black,Samsung,5,excellent phone despite its limited memory is a great team,Positive
samsung galaxy s duos ii s7582 dual sim factory unlocked international version black,Samsung,3,u get what u pay for my phone worked and i managed but it had freezing and crazy touch response issues from its first day,Negative
samsung galaxy s duos ii s7582 dual sim factory unlocked international version black,Samsung,5,this is a really cool phone its on the smaller side which makes it more easily pocketsized but the screen is a little smaller to read i got this because it is unlocked for international cell networks i had a sim from another country that i placed inside before i arrived after following the telcos instructions in advancethis phone just connected to their network as soon as the flight attendants said we could turn on our phones this was very useful for letting my incountry connections know i made itlong before i got through passport control and customs,Negative
samsung galaxy s duos ii s7582 dual sim factory unlocked international version black,Samsung,5,works great,Positive
samsung galaxy s duos ii s7582 dual sim factory unlocked international version black,Samsung,4,very good,Positive
samsung galaxy s duos ii s7582 dual sim factory unlocked international version black,Samsung,5,100 fine,Positive
samsung galaxy s duos ii s7582 dual sim factory unlocked international version black,Samsung,2,it arrived with some screen issues couldnt solve it nor return it it was a waste of money,Negative
samsung galaxy s duos ii s7582 dual sim factory unlocked international version black,Samsung,1,i got a defective phone it stopped working within a year the phone is not charging and ran out of charge i tried other charger and other battery it was of no help i believe the motherboard is not workingi called amazon they said they cannot provide any support and asked me to contact the seller or samsung samsung customer service representative said that all samsung devices have 1 year warranty but since he can not recognize the imei number of my phone in samsung system he cannot provide any support and asked me to call the seller instead when i called the seller wireless experts inc they said that there is no warranty on this phone and will not provide any support beyond 30 days 90 days in some cases after purchase even if the phone is defectivei am stuck with a defective phone and have to trash it i am extremely disappointed with the customer service i feel that i have wasted my money and timeproduct detailsname samsung galaxy s duos ii dual sim factory unlocked international versionmodel gts7582color black,Negative
samsung galaxy s duos ii s7582 dual sim factory unlocked international version black,Samsung,5,great phone only drawback is having to get online to access a user manual phone only came with usa charger would like to have had international charger as well my other similar phone came with both chargers,Negative
samsung galaxy s duos ii s7582 dual sim factory unlocked international version black,Samsung,3,so far so good found it easy to set up despite being technochallenged is working fine in mx wtelcel havent tried it in the us yet but have no reason to believe it wont work there its a great size and weight would have given it a 4 if it didnt come wso many installed apps they not only crowd the screen but take up valuable space i would rather use otherwise,Neutral
samsung galaxy s duos ii s7582 dual sim factory unlocked international version black,Samsung,5,excelente,Positive
samsung galaxy s duos ii s7582 dual sim factory unlocked international version black,Samsung,5,perfectly,Positive
samsung galaxy s duos ii s7582 dual sim factory unlocked international version black,Samsung,5,purchased my phone and received it on timeit works great i use it for us and international callsi would suggest it as purchase to anyone on a median budgetit does what its supposed too,Negative
samsung galaxy s duos ii s7582 dual sim factory unlocked international version black,Samsung,5,great for the price,Positive
samsung galaxy s duos ii s7582 dual sim factory unlocked international version black,Samsung,4,delivery was very quick no problem yet with the phone,Negative
samsung galaxy s duos ii s7582 dual sim factory unlocked international version black,Samsung,5,im very proud of me to make thi shopping,Positive
samsung galaxy s duos ii s7582 dual sim factory unlocked international version black,Samsung,5,love my 2nd phone,Positive
samsung galaxy s duos ii s7582 dual sim factory unlocked international version black,Samsung,5,excellent product i recommend it,Positive
samsung galaxy s duos ii s7582 dual sim factory unlocked international version black,Samsung,5,excelent,Positive
samsung galaxy s duos ii s7582 dual sim factory unlocked international version black,Samsung,5,excelente celular,Positive
samsung galaxy s duos ii s7582 dual sim factory unlocked international version black,Samsung,5,its all i want great and so beatiful,Neutral
samsung galaxy s duos ii s7582 dual sim factory unlocked international version black,Samsung,5,excellent product thank you,Positive
samsung galaxy s duos ii s7582 dual sim factory unlocked international version black,Samsung,4,excellent phone to take to africa worked here in the us and in kenya with a new sim card,Positive
samsung galaxy s duos ii s7582 dual sim factory unlocked international version black,Samsung,4,great phone delivered on time,Positive
samsung galaxy s duos ii s7582 dual sim factory unlocked international version black,Samsung,2,i so wanted this phone to work for me the price was great and it said it was a 3g phone but once i got it connected to the tmobile usa network the 3g would never connect i took it into the tmobile store and the samsung rep there checked out the specs and said the hardware did not connect with their network the fastest speed i would every be able to get would be 2g which was so slow many things never loaded the phone was made in germany so perhaps it can connect to a 3g network there also be aware that the power adapter wall unit comes with a european plug and doesnt fit in american outlets without an adapter,Negative
samsung galaxy s duos ii s7582 dual sim factory unlocked international version black,Samsung,5,loves to buy electronics on amazon works excelent best price excelent quality and not problems to use in my home costa rica i am so proud to be customer in amazon,Positive
samsung galaxy s duos ii s7582 dual sim factory unlocked international version black,Samsung,5,excellent really recommend it,Positive
samsung galaxy s duos ii s7582 dual sim factory unlocked international version black,Samsung,4,very good,Positive
samsung galaxy s duos ii s7582 dual sim factory unlocked international version black,Samsung,2,im not totally pleased not bring headphones and the charger does not work for the us is charger for europe i hope it does not burn as they use different power to charge if they change the 2 chargers for americans i can give them the highest score otherwise no,Negative
samsung galaxy s duos ii s7582 dual sim factory unlocked international version black,Samsung,5,excelent,Positive
samsung galaxy s duos ii s7582 dual sim factory unlocked international version black,Samsung,4,good value,Positive
samsung galaxy s duos ii s7582 dual sim factory unlocked international version black,Samsung,5,great,Positive
samsung galaxy s duos ii s7582 dual sim factory unlocked international version black,Samsung,5,perfect phone to own if you travel around the world great contact with home when in germany i could call home us for 5 cents a minute not bad first sim card which i bought in germany cost me 1500 us and i got 1100 credit the place i bought it set it all up for me and showed me how to check my balance i did not pay for internet usage as i had another means to do that if need be you can add to the card only thing with a sim card they expire after six months so dont but lots of time thinking you can use it anywhere else in the worldyou cant i wont leave home without it,Negative
samsung galaxy s duos ii s7582 dual sim factory unlocked international version black,Samsung,1,this phone is a scam do not buy it and is not original is very bad,Negative
samsung galaxy s duos ii s7582 dual sim factory unlocked international version black,Samsung,1,this mobile is not in a good working condition completely dissatisfied the mobile turns off automatically very often while using,Negative
samsung galaxy s duos ii s7582 dual sim factory unlocked international version black,Samsung,3,it was not exactly as described it arrived with no headphones or a mains charger plug,Negative
samsung galaxy s duos ii s7582 dual sim factory unlocked international version black,Samsung,5,i have always liked samsung this is my second one and so far so goodno complaints about this phone would i encourage anyone to get it yep for sure it is a wonderful phone being able to use it overseas mean the european type of plug which does not work in the states unless you get a converterother than thatits a great phone,Positive
samsung galaxy s duos ii s7582 dual sim factory unlocked international version black,Samsung,4,first class the problem is the charger it is european and only you can upload a pc,Negative
samsung galaxy s duos ii s7582 dual sim factory unlocked international version black,Samsung,5,i havent got time to test and try this product enough as to give a definite rate but so far its been working perfectly ok sound is perfect call quality is very good wifi strength is powerfull signal quality reaches the maximum level in most of the locations ive been using it but its been only 4 days since i started using it,Positive
samsung galaxy s duos ii s7582 dual sim factory unlocked international version black,Samsung,4,i loved just need to give them at least excellent case,Positive
samsung galaxy s duos ii s7582 dual sim factory unlocked international version black,Samsung,4,its good enough for a rather cheap smartphonecomfortable size neither too big nor too small processes go fast enough stable system great screen resolution compatible with pretty much everythingthe camera could be better awful zoom and youd better keep your hand steady but well its a phone not a nikkon professional camera but the definition is alright so its acceptableactual drawback 3g only works at top speed when signal is really strong and goes way slower than s3nexusiphone 4 and above when you are in a crowded area thats something you should probably consider it wont load maps fast enough downtown in a populated city for instancesomething that came as a nice surprise its one of those samsung phones which gives you 50gb free space in dropbox when first synced,Positive
samsung galaxy s duos ii s7582 dual sim factory unlocked international version black,Samsung,1,it freeze frequently do not work well,Negative
samsung galaxy s duos ii s7582 dual sim factory unlocked international version black,Samsung,5,i recommend it 100,Positive
samsung galaxy s duos ii s7582 dual sim factory unlocked international version black,Samsung,5,exellent,Negative
samsung galaxy s duos ii s7582 dual sim factory unlocked international version black,Samsung,4,very good as expected,Positive
samsung galaxy s duos ii s7582 dual sim factory unlocked international version black,Samsung,3,good phone in this price working fine,Positive
samsung galaxy s duos ii s7582 dual sim factory unlocked international version black,Samsung,5,is ok,Positive
samsung galaxy s duos ii s7582 dual sim factory unlocked international version black,Samsung,4,nice phone but i returned it due to not being able to receive 3g data on att network in my area edge2 only frequencies did not match if that had worked i certainly would have kept the phone screen looked great responsive,Negative
samsung galaxy s duos ii s7582 dual sim factory unlocked international version black,Samsung,5,bien,Positive
samsung galaxy s duos ii s7582 dual sim factory unlocked international version black,Samsung,5,excellent product thanks,Positive
samsung galaxy s duos ii s7582 dual sim factory unlocked international version black,Samsung,5,excelente,Positive
samsung galaxy s duos ii s7582 dual sim factory unlocked international version black,Samsung,4,everything ok,Positive
samsung galaxy s duos ii s7582 dual sim factory unlocked international version black,Samsung,4,everything ok,Positive
samsung galaxy s duos ii s7582 dual sim factory unlocked international version black,Samsung,4,normal,Positive
samsung galaxy s duos ii s7582 dual sim factory unlocked international version black,Samsung,5,excelente,Positive
samsung galaxy s duos ii s7582 dual sim factory unlocked international version black,Samsung,5,excellent,Positive
samsung galaxy s duos ii s7582 dual sim factory unlocked international version black,Samsung,5,thank you all very well with teams highly recommend,Positive
samsung galaxy s duos ii s7582 dual sim factory unlocked international version black,Samsung,1,cell does not work will not start only one day was used and then not returned to light i live in venezuela as we do and i do not want to lose my money please i need your help because that phone does not wor,Positive
samsung galaxy s duos ii s7582 dual sim factory unlocked international version black,Samsung,2,the phone was okay but battery wasnt last long i had to charge the phone very frequently to make it work,Negative
samsung galaxy s duos ii s7582 dual sim factory unlocked international version black,Samsung,5,very slow but good price,Positive
samsung galaxy s duos ii s7582 dual sim factory unlocked international version black,Samsung,1,it doesnt keep the power more than 6 hours without operating,Negative
samsung galaxy s duos ii s7582 dual sim factory unlocked international version black,Samsung,5,great,Positive
samsung galaxy s duos ii s7582 dual sim factory unlocked international version black,Samsung,5,the advantages of android with the convenience of two phone lines ideal to use oversesas keeping your home sim card adding a local one to save roaming money,Negative
samsung galaxy s duos ii s7582 dual sim factory unlocked international version black,Samsung,3,i havent been able to use it yet the phone and instructions are in what looks like russian i have to figure out how to change it to english,Negative
samsung galaxy s duos ii s7582 dual sim factory unlocked international version black,Samsung,5,perfect,Positive
samsung galaxy s duos ii s7582 dual sim factory unlocked international version black,Samsung,5,great phone for its price samsung always knocks it out of the park,Negative
samsung galaxy s duos ii s7582 dual sim factory unlocked international version black,Samsung,4,simply puta great phone for the price best thing is that its unlocked so i can use any carrier i wishand since their not all the same make sure you study all the options and not choose the first one that comes along,Negative
samsung galaxy s duos ii s7582 dual sim factory unlocked international version black,Samsung,5,good,Positive
samsung galaxy s duos ii s7582 dual sim factory unlocked international version black,Samsung,3,it is for people who dont use apps you can use it only for email and normal phone functions you can forget about the smart and samsung brand makes it expensive and runs out of internal memory too quickly,Negative
samsung galaxy s duos ii s7582 dual sim factory unlocked international version black,Samsung,3,rapid delivery but the product works so slowly and life time of the battery is so low it is need continuous charging,Negative
samsung galaxy s duos ii s7582 dual sim factory unlocked international version black,Samsung,5,excellent,Positive
samsung galaxy s duos ii s7582 dual sim factory unlocked international version black,Samsung,5,it is perfect for me,Positive
samsung galaxy s duos ii s7582 dual sim factory unlocked international version black,Samsung,5,excelente,Positive
samsung galaxy s duos ii s7582 dual sim factory unlocked international version black,Samsung,5,it fits my basic needs of use,Positive
samsung galaxy s duos ii s7582 dual sim factory unlocked international version black,Samsung,2,mine lasted 11 months before the earpiece stopped working the phone was always treated with kid gloves may still be under warranty but not worth the hassle of shipping it in im replacing it with an unlocked motorola e for less than 70 hopefully it will last at least through the warranty period,Negative
samsung galaxy s duos ii s7582 dual sim factory unlocked international version black,Samsung,5,it worked so well on an oversea trip thank you,Positive
samsung galaxy s duos ii s7582 dual sim factory unlocked international version black,Samsung,1,this phone refurbish no working,Negative
samsung galaxy s duos ii s7582 dual sim factory unlocked international version black,Samsung,5,excelent,Positive
samsung galaxy s duos ii s7582 dual sim factory unlocked international version black,Samsung,1,this phone does not meet expectations it is very slow and freezes frequently i have no problem with another phone that i purchased in the publication it is reported that has 756mb of ram and 256mb ram is really only feel cheated not what you buy i think the problem with the seller,Negative
samsung galaxy s duos ii s7582 dual sim factory unlocked international version black,Samsung,5,my husbands first smart phone not too old to figure it out after all,Positive
samsung galaxy s duos ii s7582 dual sim factory unlocked international version black,Samsung,5,excellent,Positive
samsung galaxy s duos ii s7582 dual sim factory unlocked international version black,Samsung,5,great phone,Positive
samsung galaxy s duos ii s7582 dual sim factory unlocked international version black,Samsung,5,exelente,Positive
samsung galaxy s duos ii s7582 dual sim factory unlocked international version black,Samsung,5,this phone is just very nice and working greatprice is also very good and fast delivery,Positive
samsung galaxy s duos ii s7582 dual sim factory unlocked international version black,Samsung,5,phone arrived on time and worked perfect,Positive
samsung galaxy s duos ii s7582 dual sim factory unlocked international version black,Samsung,5,very good product thanks very much,Positive
samsung galaxy s duos ii s7582 dual sim factory unlocked international version black,Samsung,5,excellent,Positive
samsung galaxy s duos ii s7582 dual sim factory unlocked international version black,Samsung,5,perfecto,Positive
samsung galaxy s duos ii s7582 dual sim factory unlocked international version black,Samsung,5,hello this came to me as i expected perfect recommend this item and this shop will apologize for my english is not good,Negative
samsung galaxy s duos ii s7582 dual sim factory unlocked international version black,Samsung,5,excellent,Positive
samsung galaxy s duos ii s7582 dual sim factory unlocked international version black,Samsung,5,100 reliable seller very good product i recommend,Positive
samsung galaxy s duos ii s7582 dual sim factory unlocked international version black,Samsung,5,excelente,Positive
samsung galaxy s duos ii s7582 dual sim factory unlocked international version black,Samsung,5,bought this for someone as a gift and they absolutely love it thank you,Positive
samsung galaxy s duos ii s7582 dual sim factory unlocked international version black,Samsung,5,awesome,Positive
samsung galaxy s duos ii s7582 dual sim factory unlocked international version black,Samsung,5,buenisimoooooo,Negative
samsung galaxy s duos ii s7582 dual sim factory unlocked international version black,Samsung,1,the cellphone i received is blocked it does not work i already tried several sim cards on it and nothing is broken i do not reccomend it,Negative
samsung galaxy s duos ii s7582 dual sim factory unlocked international version black,Samsung,5,nice,Positive
samsung galaxy s duos ii s7582 dual sim factory unlocked international version black,Samsung,1,stay away plz it was fine for a couple months before the signal strength starts screwing up now i barely get a signal on this piece of crap anymore neither sim card port gives me a signal strength i just confirm today that its the phone after inserting my sim card in the previous phone i had before this everything was perfect and my signal strength is full and im able to make calls again anywhere without moving around every corner to get a good signal strength to make a calls,Negative
samsung galaxy s duos ii s7582 dual sim factory unlocked international version black,Samsung,5,excellent,Positive
samsung galaxy s duos ii s7582 dual sim factory unlocked international version black,Samsung,4,havent used yet but product looks good and works well as far as i have explored,Positive
samsung galaxy s duos ii s7582 dual sim factory unlocked international version black,Samsung,5,bought it for my husband its a nice little phone you definitely need to get a sd card though,Negative
samsung galaxy s duos ii s7582 dual sim factory unlocked international version black,Samsung,4,works well in jamaica,Positive
samsung galaxy s duos ii s7582 dual sim factory unlocked international version black,Samsung,5,ok,Positive
samsung galaxy s duos ii s7582 dual sim factory unlocked international version black,Samsung,1,the phone hanged repeatedly from first day itself even after reeboting and removing battery the mobile never came up google search did not open for a single time,Negative
samsung galaxy s duos ii s7582 dual sim factory unlocked international version black,Samsung,5,confiable,Positive
samsung galaxy s duos ii s7582 dual sim factory unlocked international version black,Samsung,5,excelent,Positive
samsung galaxy s duos ii s7582 dual sim factory unlocked international version black,Samsung,5,i recommend the seller 100 excellent products,Positive
samsung galaxy s duos ii s7582 dual sim factory unlocked international version black,Samsung,5,i like it but no good for my wireless provider i dii not have no choice to return the phone thank for my refum,Negative
samsung galaxy s duos ii s7582 dual sim factory unlocked international version black,Samsung,4,love my sansung phones,Positive
samsung galaxy s duos ii s7582 dual sim factory unlocked international version black,Samsung,1,bad bad,Negative
samsung galaxy s duos ii s7582 dual sim factory unlocked international version black,Samsung,1,bought this same phone from amazoncom earlier last year and it worked just fine but unfortunately i misplaced it so i decided to get another one since the first one worked well unfortunately i must have received a refurbished one or totally defective one after setting it up some of the icons appeared in english and others appeared in chinese the phone log is stuck from a week ago and wont display current calls and sms the fully charged battery lasts only for like 30 mins and after it has been recharged the settings reverts back to the factory mode so the date time etc need to be reset again the applications are so slow to display and some dont even blinktotal waste of money unfortunately i started using it after the return window closed so there is not much i can do about it very unfortunate experience with amazon,Negative
samsung galaxy s duos ii s7582 dual sim factory unlocked international version black,Samsung,5,very good excelente,Positive
samsung galaxy s duos ii s7582 dual sim factory unlocked international version black,Samsung,1,i dont like this one at all i think i should buy an iphone 5,Negative
samsung galaxy s duos ii s7582 dual sim factory unlocked international version black,Samsung,5,awesome,Positive
samsung galaxy s duos ii s7582 dual sim factory unlocked international version black,Samsung,1,is not genuine korean imitation,Negative
samsung galaxy s duos ii s7582 dual sim factory unlocked international version black,Samsung,5,super producto,Positive
samsung galaxy s duos ii s7582 dual sim factory unlocked international version black,Samsung,1,dreadful phonehome button never worked the screen was very unresponsive so couldnt answer calls easily after nine months the phone failed it started running through test automatically and called 911 emergency which brought the police round i complained to the supplier tg networks but they would do nothing about it ill never buy electricals from amazon again better to buy locally where you can get refunds,Negative
samsung galaxy s duos ii s7582 dual sim factory unlocked international version black,Samsung,5,great product,Positive
samsung galaxy s duos ii s7582 dual sim factory unlocked international version black,Samsung,5,a great phone thank you,Positive
samsung galaxy s duos ii s7582 dual sim factory unlocked international version black,Samsung,4,excelent,Positive
samsung galaxy s duos ii s7582 dual sim factory unlocked international version black,Samsung,5,i love it,Positive
samsung galaxy s duos ii s7582 dual sim factory unlocked international version black,Samsung,5,very good the phone i like all perfect thanks,Positive
samsung galaxy s duos ii s7582 dual sim factory unlocked international version black,Samsung,5,great product,Positive
samsung galaxy s duos ii s7582 dual sim factory unlocked international version black,Samsung,5,has both front and back camera and comes with a samsung earphone,Negative
samsung galaxy s duos ii s7582 dual sim factory unlocked international version black,Samsung,5,good,Positive
samsung galaxy s duos ii s7582 dual sim factory unlocked international version black,Samsung,4,very good phone at a good price only bad thing that you can not use the two sim cards together but is easy to change which sim you want to use,Positive
samsung galaxy s duos ii s7582 dual sim factory unlocked international version black,Samsung,1,its always gets hot i dont know why,Positive
samsung galaxy s duos ii s7582 dual sim factory unlocked international version black,Samsung,4,muy bueno,Negative
samsung galaxy s duos ii s7582 dual sim factory unlocked international version black,Samsung,1,no work internet in venezuela is bad for internet can you help me please,Negative
samsung galaxy s duos ii s7582 dual sim factory unlocked international version black,Samsung,3,it does the job but using the camera or the internet will eat up your minutes and the battery will drain as fast the camera has a delay and so the pictures dont come out good if you want a phone just for texting and occasional calling get a basic phone especially if youre going to use it in the phils i was only there for a week but i must have spent over a thousand pesos for loads for reasons i cant understand i barely even used it to call just texting i also noticed that if i use the internet my minutes disappeared like crazy it could have been too that i was a victim of loadsnatching which is very rampant in the phils i found out about it too late,Negative
samsung galaxy s duos ii s7582 dual sim factory unlocked international version black,Samsung,5,excelente,Positive
samsung galaxy s duos ii s7582 dual sim factory unlocked international version black,Samsung,3,malooo,Positive
samsung galaxy s duos ii s7582 dual sim factory unlocked international version black,Samsung,5,as expected,Negative
samsung galaxy s duos ii s7582 dual sim factory unlocked international version black,Samsung,5,all ok,Positive
samsung galaxy s duos ii s7582 dual sim factory unlocked international version black,Samsung,1,this cell is a scam ive used it for 2 months and have only four applications and now tells me the phone memory is full this is a first generation phone or priced last generation do not buy recommendation,Negative
samsung galaxy s duos ii s7582 dual sim factory unlocked international version black,Samsung,5,exelent,Positive
samsung galaxy s duos ii s7582 dual sim factory unlocked international version black,Samsung,5,perfect,Positive
samsung galaxy s duos ii s7582 dual sim factory unlocked international version black,Samsung,5,excellent phone,Positive
samsung galaxy s duos ii s7582 dual sim factory unlocked international version black,Samsung,5,excelente,Positive
samsung galaxy s duos ii s7582 dual sim factory unlocked international version black,Samsung,2,the device works well but withe h20 wireless sim did not work at all,Negative
samsung galaxy s duos ii s7582 dual sim factory unlocked international version black,Samsung,4,good phone,Positive
samsung galaxy s duos ii s7582 dual sim factory unlocked international version black,Samsung,5,very good,Positive
samsung galaxy s duos ii s7582 dual sim factory unlocked international version black,Samsung,5,exelente,Positive
samsung galaxy s duos ii s7582 dual sim factory unlocked international version black,Samsung,5,excelent,Positive
